class,cap-shape,cap-surface,cap-color,ruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,x,s,e,,,a,w,n,u,e,?,s,f,c,w,p,w,o,e,u,n,p
e,,y,n,f,m,a,c,b,o,e,?,,s,p,e,p,w,t,e,w,c,
e,s,y,w,f,n,f,c,b,u,t,b,s,k,w,c,p,n,n,l,n,y,
e,f,y,u,f,m,a,w,n,h,t,c,f,s,w,b,p,,o,e,h,y,m
p,x,s,y,f,,f,c,b,h,t,b,k,f,y,p,p,n,o,f,w,n,p
p,k,y,g,t,f,f,c,b,w,e,b,k,s,b,b,p,w,o,l,u,,p
p,x,s,w,t,,f,c,,b,e,b,k,k,e,p,p,,,l,k,v,u
p,f,y,w,t,,f,c,n,u,e,e,s,s,w,,p,w,o,p,k,v,g
p,x,s,w,t,s,a,,,e,t,,f,s,p,g,p,w,n,,w,c,g
e,x,f,w,t,y,f,c,,p,t,c,s,y,w,g,p,w,o,f,,,u
e,f,f,e,t,,f,c,b,,,e,s,f,g,w,p,w,o,p,y,v,g
e,f,y,,f,m,,c,b,y,t,?,s,s,w,w,p,w,o,n,b,a,g
e,k,y,g,,f,a,w,b,h,t,b,s,s,w,w,p,n,t,e,u,c,d
e,f,f,w,f,n,,c,b,b,e,c,s,y,w,b,p,w,,p,b,s,d
e,f,,n,t,n,a,c,b,n,,e,s,,w,c,p,y,o,,w,s,w
e,x,,g,f,y,f,c,b,h,e,r,k,y,e,g,p,w,o,e,k,,
p,x,y,n,f,,,w,b,n,,r,s,k,w,n,p,w,n,e,w,v,l
e,f,s,n,f,n,,c,n,,,e,s,s,w,b,p,w,,p,u,,u
p,,y,e,f,a,f,w,n,p,e,c,k,s,w,,,w,o,e,h,n,d
e,f,y,,t,,a,c,b,n,e,c,s,s,,b,p,w,,p,h,v,m
e,x,,p,t,n,f,c,b,b,t,?,y,k,n,b,p,w,t,n,r,v,g
e,b,s,n,f,,f,w,n,p,t,c,k,y,p,p,p,w,t,p,k,,w
p,x,,e,f,y,f,c,n,b,t,?,,s,p,,p,o,,f,y,,
e,,f,p,t,n,f,w,b,k,t,e,,s,p,,,w,o,,k,v,g
p,s,s,y,f,s,a,w,b,g,e,b,f,s,g,p,p,n,t,p,u,n,w
p,x,y,w,f,f,f,w,b,,t,r,y,k,w,w,p,n,,p,n,c,u
p,x,f,e,t,y,f,c,n,w,t,,,k,p,p,p,w,n,l,o,a,l
e,f,,n,t,n,a,w,,p,t,c,f,s,y,w,p,o,o,,h,y,g
p,f,y,e,t,s,a,,b,,t,?,s,s,b,p,p,,t,f,w,,p
e,x,y,g,t,n,f,,n,k,e,c,f,s,g,n,,o,n,n,u,c,d
p,x,y,n,f,s,f,,b,n,t,?,s,k,,p,p,,o,l,o,v,u
p,x,f,b,t,y,f,c,n,k,,?,f,,o,w,p,w,o,e,,y,
e,k,g,u,t,n,,c,n,,e,?,f,k,e,w,p,w,o,l,r,c,d
e,x,,g,f,n,f,c,b,o,e,c,y,s,w,,p,w,t,p,b,n,l
e,f,g,g,t,m,f,c,b,w,e,b,,s,n,w,,w,o,p,k,,p
p,x,y,w,t,,f,c,n,g,e,e,s,s,,w,,,o,f,k,s,p
p,f,y,n,f,n,f,,n,b,t,?,s,f,p,,p,w,o,,w,v,m
p,k,y,u,t,s,a,c,n,y,t,?,,k,,y,p,w,o,e,u,v,p
e,x,s,g,t,n,a,c,b,r,,e,s,y,b,w,p,w,o,f,n,y,d
e,,,y,t,a,,,b,b,t,b,k,,w,w,p,w,o,n,h,a,u
p,x,s,e,t,s,,w,b,b,,c,k,s,w,p,p,o,t,p,n,,w
p,x,y,u,t,l,a,c,b,p,t,b,k,s,,,p,o,,n,,v,p
p,c,,p,t,n,f,c,n,w,e,e,k,s,o,,,w,o,p,h,n,u
p,x,f,e,f,f,f,,n,b,,b,f,k,w,p,p,w,t,p,h,v,w
e,,y,g,t,s,f,c,b,n,e,?,k,s,w,,p,w,,e,r,c,p
p,,s,w,,f,f,c,b,w,,b,s,k,e,w,p,w,o,n,r,,l
p,,f,y,f,f,,,n,g,e,,k,,n,,p,w,o,e,h,y,w
p,x,f,w,f,y,f,c,n,u,e,b,s,k,o,w,p,,,,b,n,
e,x,y,g,t,a,f,c,b,n,e,,s,,w,p,p,y,o,,y,s,d
p,x,s,n,t,n,a,c,,e,t,?,f,s,p,b,p,w,o,e,w,v,
e,k,f,e,f,a,f,c,b,p,t,r,k,k,w,c,p,n,o,p,n,a,
e,s,s,b,t,n,a,c,b,,,b,s,s,b,b,p,w,t,l,o,c,d
e,k,s,y,t,y,a,w,n,p,t,c,k,s,g,p,p,w,o,f,n,v,l
e,x,y,u,t,n,f,w,b,w,,r,f,,w,w,,y,n,p,w,,d
e,x,s,y,t,a,f,c,n,u,t,b,s,s,w,w,p,w,o,p,,c,d
e,b,y,y,f,c,f,c,n,,e,r,s,s,n,c,p,w,o,,w,v,u
e,f,s,n,,c,f,w,b,b,e,b,y,f,,b,,w,o,p,n,,
e,f,f,w,t,n,,,n,w,t,?,y,f,e,w,p,n,o,p,h,,g
e,f,s,w,t,a,f,c,b,g,,e,k,s,g,w,p,w,o,l,k,,w
e,f,s,,t,n,f,c,b,p,e,,k,s,w,w,p,w,o,n,n,s,p
e,x,f,e,f,n,f,c,n,b,e,e,,s,,n,,n,t,l,h,v,
e,k,s,n,f,n,f,c,n,w,e,e,s,f,e,p,p,,,e,h,v,p
e,x,f,,t,y,f,c,b,n,t,?,s,s,p,o,p,w,o,p,u,v,d
e,s,f,w,f,n,f,c,b,p,t,,f,y,,,p,n,o,l,r,a,l
p,,f,n,t,f,a,w,b,u,e,,s,s,,,,w,,l,y,,u
p,b,y,y,t,f,a,,n,,t,?,s,s,g,c,p,n,t,l,,v,g
e,f,s,n,,y,,c,b,,t,b,s,k,w,p,p,w,o,e,k,a,p
e,c,y,n,f,,f,c,b,h,t,r,s,s,w,,p,w,o,e,n,v,g
e,s,g,p,t,n,f,c,n,p,t,b,k,y,,e,p,w,o,l,h,v,p
e,x,f,y,f,l,f,c,n,w,,,f,,w,b,,w,o,n,w,,
e,x,f,w,f,n,f,c,b,,e,b,f,s,o,p,p,n,o,p,n,n,p
e,x,y,,f,,f,,n,n,t,e,,f,,w,,w,t,e,n,n,m
p,s,s,w,f,f,a,c,n,p,e,b,s,y,w,e,p,,o,e,w,,m
e,k,s,n,f,c,a,w,b,,t,r,s,s,c,p,p,w,o,p,n,y,d
e,s,,n,f,n,f,w,b,n,e,,,s,w,w,p,w,o,f,w,a,w
e,x,y,b,t,c,f,w,,,t,?,s,f,,p,p,,o,p,w,a,g
p,f,,n,f,s,a,c,n,,t,?,f,s,w,o,,w,o,f,n,s,p
e,f,s,g,,n,,c,n,h,t,,s,f,n,w,p,w,o,,w,n,p
e,k,g,n,f,c,a,w,b,r,t,c,s,f,y,o,,w,o,f,n,y,m
p,,s,,f,f,f,,b,p,e,b,k,f,p,g,p,w,o,,h,,
p,f,y,n,t,f,a,c,b,p,t,?,y,s,g,c,p,n,o,p,n,v,g
e,x,,e,f,n,f,c,n,,,?,s,s,p,,p,w,n,n,b,y,d
p,f,,g,f,f,f,c,,,t,e,s,f,p,e,p,w,o,p,k,y,d
e,,f,g,t,,,w,b,g,t,?,s,f,c,p,p,w,t,p,n,c,l
p,f,,b,f,y,f,c,n,n,t,e,s,f,c,g,p,w,o,n,h,,d
p,b,y,n,f,n,a,c,b,,,e,s,k,w,g,p,,o,l,h,v,l
p,f,y,e,f,s,f,,n,b,e,r,s,s,p,w,p,,o,e,w,v,p
p,f,f,n,t,f,f,c,n,b,e,c,f,k,b,p,p,y,o,l,b,v,
e,,g,c,f,l,f,c,b,n,t,,s,k,p,w,p,w,o,l,,,l
e,k,y,y,f,y,a,c,n,p,t,?,,k,w,o,p,w,o,p,y,y,u
e,,y,n,f,l,f,c,b,,t,?,,s,w,w,p,y,o,,k,v,
p,f,s,w,t,,f,w,,r,t,b,,k,p,w,p,,o,e,u,,d
p,b,,,t,y,,c,,h,t,?,s,,w,n,p,w,o,f,,v,g
p,k,s,r,f,,f,c,n,b,t,r,s,y,,,,n,,p,k,y,p
p,x,y,n,f,l,f,c,b,w,,r,s,f,b,w,p,w,o,p,,y,d
e,f,f,e,t,f,f,c,n,h,t,,s,s,b,g,p,,o,p,k,,g
e,s,y,y,t,l,f,,b,b,e,c,,s,w,b,p,,t,f,k,v,p
e,x,,w,f,n,,w,b,b,e,b,s,s,w,w,,w,o,e,y,s,
p,k,f,y,t,s,f,c,n,g,e,?,s,k,b,,p,w,o,e,w,v,d
e,x,f,u,,p,a,c,b,o,t,?,f,s,w,p,p,w,n,,y,,l
p,b,s,n,t,s,f,c,n,n,e,?,k,s,p,p,,w,o,e,w,,d
e,f,s,n,t,n,f,,b,n,t,?,s,s,y,,p,w,t,l,w,s,w
p,,s,b,f,,f,w,n,o,t,?,,,g,w,p,,o,p,n,s,d
p,x,y,y,t,y,a,w,,,e,e,f,f,,,,,o,l,k,v,g
e,s,f,g,f,c,f,,b,b,t,b,,s,w,p,p,n,o,p,b,v,d
p,f,y,e,f,c,f,c,b,g,e,e,s,s,e,w,p,w,o,l,k,v,u
e,f,s,g,t,l,f,c,b,p,t,?,s,f,w,,p,w,t,e,b,c,g
p,x,s,e,t,f,f,c,,e,e,b,k,s,c,,p,w,o,,n,v,m
p,f,,r,t,p,,w,n,w,e,,s,s,p,o,p,,o,p,w,c,p
p,f,s,g,t,f,f,c,b,,t,r,s,s,o,,p,w,n,e,u,v,d
e,b,y,g,f,c,f,,b,h,t,?,y,k,w,n,p,w,o,l,k,v,w
e,,,n,f,m,a,,b,p,t,b,k,f,p,p,p,w,o,p,k,,u
e,b,g,n,,n,f,c,b,b,,b,,s,w,g,p,w,o,n,,v,d
p,f,s,,t,l,f,w,,,e,,k,f,w,,p,w,o,p,h,v,l
e,,f,w,f,n,f,w,n,n,e,b,y,k,p,n,p,y,o,p,h,v,m
p,x,s,e,f,a,f,c,b,,t,?,,k,p,w,p,n,t,l,u,v,l
e,k,f,n,,p,f,w,b,g,e,b,k,,w,g,,,,p,h,c,w
e,k,s,g,t,n,f,c,n,h,t,e,s,,p,,p,w,t,e,r,v,l
p,c,y,w,f,s,f,c,n,h,t,r,,s,,w,p,w,n,l,,s,
p,k,s,u,f,f,f,c,b,u,,e,s,s,p,n,p,w,o,e,h,,d
e,f,y,,t,,f,c,b,,t,e,,s,g,y,p,w,o,n,u,n,
p,x,s,,f,f,a,c,n,,t,?,s,k,w,w,p,,o,,w,y,l
e,f,f,e,t,a,f,c,b,u,t,b,s,f,p,p,p,w,o,e,,y,l
e,x,f,e,f,m,f,w,n,k,t,?,s,s,w,b,p,y,t,,u,s,l
e,f,s,c,f,p,f,w,n,,e,b,,s,w,,p,,o,n,w,s,l
e,k,s,e,f,,f,c,b,u,t,e,k,k,o,o,p,,t,p,k,n,g
p,s,s,n,,f,f,c,n,o,,?,k,s,,,,o,n,p,k,c,l
e,f,y,w,t,,f,,b,,e,c,k,k,y,w,p,o,n,e,y,v,p
e,x,y,b,f,c,a,c,n,w,t,b,s,k,o,w,,w,o,l,w,c,u
p,,g,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,h,n,m
e,x,,b,t,p,f,c,b,u,t,,k,s,w,e,p,w,t,,k,y,w
e,s,y,w,t,,f,w,b,r,e,,s,s,w,b,p,w,n,e,n,v,m
p,c,s,e,f,p,a,,n,b,t,?,,s,p,p,p,w,o,e,w,n,l
e,x,y,n,f,s,f,c,,p,,b,s,s,,g,p,n,o,p,w,s,u
e,x,,n,t,n,f,,b,w,e,,k,,w,w,p,y,n,n,w,v,g
p,x,s,w,t,,a,c,b,p,t,b,,y,w,w,p,w,n,p,,s,u
e,f,y,g,t,c,,c,b,b,e,b,y,y,n,w,p,o,o,e,n,,
p,x,s,y,,f,f,c,b,h,e,b,f,k,n,n,p,w,,l,h,v,d
e,b,s,g,t,n,f,c,n,,e,b,y,s,p,w,p,w,o,e,k,c,u
e,x,y,g,f,n,a,c,n,b,t,c,s,f,g,w,,w,o,l,u,n,p
e,,f,n,,y,f,c,b,w,e,,s,f,y,n,p,w,t,e,h,v,w
e,s,y,,t,c,f,c,n,e,e,e,,k,b,p,p,n,o,f,n,y,
e,x,g,g,f,,f,c,,u,t,,,s,p,e,p,,,p,n,s,u
e,b,f,w,,c,f,,n,,t,b,,k,n,,p,w,o,l,r,y,d
p,k,f,y,t,n,f,c,n,r,e,e,k,f,w,n,p,o,o,e,n,a,
e,k,s,e,f,m,f,w,,g,e,?,,,w,,,w,o,l,k,s,m
p,f,s,u,f,s,f,c,n,b,t,e,y,k,w,p,,o,o,,h,s,l
p,f,f,g,f,f,f,,b,w,,?,s,s,w,p,p,w,o,e,,v,u
e,k,g,g,f,y,f,w,b,b,t,b,s,s,e,b,p,w,o,e,k,a,d
e,x,f,,t,n,f,c,,n,t,,,s,w,w,p,w,t,,b,v,d
p,f,s,p,t,,f,c,,k,e,b,,s,y,e,p,w,o,p,n,v,p
p,f,,y,t,,a,c,b,w,,b,s,s,w,p,p,y,t,e,,y,w
e,x,y,,,y,f,c,,p,t,b,s,y,w,,p,,t,e,w,v,d
p,f,f,g,,n,f,c,b,b,t,?,s,y,w,o,p,w,n,f,k,a,d
e,x,,c,,n,f,c,n,o,t,c,s,k,w,b,p,y,o,p,h,y,p
e,b,g,u,,l,f,,b,,e,c,,,w,g,p,w,o,p,,s,l
p,k,f,e,f,f,f,c,b,w,t,e,k,s,,e,p,w,o,f,w,y,u
e,x,s,n,t,c,f,w,n,e,e,b,s,s,p,,p,,o,p,y,c,g
p,x,s,w,f,c,f,c,b,h,e,b,y,k,w,w,p,o,o,p,h,n,g
e,x,s,,t,n,f,c,b,g,e,?,s,s,,n,,,o,f,r,v,g
e,c,s,g,f,a,f,w,n,p,t,,k,k,w,,,w,,p,w,c,
p,,s,n,t,y,f,,n,w,e,?,f,k,g,n,p,w,,,y,n,
p,x,y,y,t,p,f,w,,o,,,s,k,n,p,p,w,o,e,w,s,u
p,f,f,,f,a,f,c,b,w,e,b,,k,w,w,p,,t,e,h,c,m
e,s,,g,t,n,f,c,n,r,e,?,,,o,,p,,o,n,n,y,p
p,b,,g,f,s,f,w,b,w,e,,k,k,,w,p,w,t,l,w,n,d
e,f,y,n,t,,,,b,n,t,?,,s,w,w,p,w,t,l,h,y,l
p,b,s,e,t,m,a,c,b,g,,,s,y,w,,p,,o,p,r,s,g
p,k,s,e,f,c,a,c,b,b,t,?,s,k,w,p,p,,o,e,,,d
e,b,y,y,f,n,f,w,b,g,t,b,s,s,w,p,p,n,n,p,w,,d
e,k,,y,f,n,,c,n,o,t,c,k,s,w,b,p,,o,e,h,n,u
e,x,f,u,t,n,f,c,n,h,e,e,s,s,e,w,p,w,o,f,k,v,p
e,b,f,g,t,p,f,c,b,u,t,b,s,s,o,w,p,w,t,l,w,v,
p,x,s,p,t,p,f,c,n,e,t,e,s,f,w,e,p,w,o,p,w,v,w
p,k,,,f,p,f,c,n,b,t,c,s,s,w,w,p,,o,n,k,n,
p,f,f,e,t,a,f,c,b,g,t,b,k,s,g,w,,w,,e,,s,p
p,b,g,,f,y,f,c,b,b,,e,y,s,e,o,p,,o,e,h,c,w
p,x,f,c,,f,f,c,n,b,e,b,f,f,w,g,p,n,t,p,k,,d
p,k,s,w,t,f,a,c,n,y,t,c,k,,w,n,p,,o,e,k,n,d
p,b,,w,f,c,a,,,,t,c,k,y,g,,p,n,o,l,b,v,
p,x,y,n,f,a,f,c,n,b,e,,f,,p,c,p,o,o,e,n,y,d
e,k,f,p,f,n,a,c,,b,t,r,s,k,g,w,p,w,o,e,,,d
p,f,y,u,,y,f,w,b,b,t,e,s,f,w,o,p,,o,p,w,v,g
e,x,f,e,t,n,f,w,b,p,,c,f,s,,p,p,w,t,p,h,v,d
p,,s,n,f,s,,c,b,,t,,,s,g,e,,w,t,l,w,,d
p,f,y,,,m,f,c,b,g,e,c,f,k,y,n,,w,o,l,h,y,d
e,,y,n,t,l,f,c,b,n,,,s,y,c,,p,o,,p,,s,d
e,f,y,n,t,c,a,c,b,w,,?,k,,o,w,p,n,n,e,w,s,
e,x,y,p,f,n,a,c,n,b,e,e,k,,e,p,,w,o,n,,y,
e,f,f,n,t,n,f,c,b,y,t,?,k,y,p,p,p,w,,n,n,v,p
p,k,f,g,f,f,f,c,b,e,,r,s,,w,g,p,o,o,,n,s,u
e,x,s,w,t,,f,c,b,n,,,f,f,e,w,p,w,,l,h,v,m
e,s,f,e,f,p,f,c,n,g,e,b,s,k,p,g,p,n,o,e,o,y,d
e,x,f,b,t,,f,c,n,w,t,b,,s,,p,p,,o,,y,v,g
p,x,f,w,t,a,,w,n,g,t,?,s,k,w,w,p,w,,l,y,a,u
p,x,,y,f,p,,w,,p,e,b,k,,b,n,p,,o,l,h,v,
p,x,y,e,t,f,,c,b,b,t,r,,k,w,n,p,w,n,p,h,v,m
e,c,s,b,f,n,f,c,n,b,e,b,f,f,p,p,p,w,,p,n,s,m
e,f,y,e,f,,,c,,p,t,e,k,s,p,,p,w,o,e,w,v,g
p,x,f,b,f,c,a,w,,u,t,b,s,,p,,,w,t,e,w,s,
p,f,f,,,f,f,c,b,p,t,?,y,k,,,p,y,,,r,,g
p,x,y,,f,s,f,w,b,u,e,?,f,,w,w,p,w,n,p,o,y,d
p,,,g,f,n,f,c,b,g,t,?,s,k,p,w,p,w,o,,w,s,p
p,x,s,w,f,f,f,w,b,w,e,b,s,f,w,p,p,o,o,p,k,y,g
e,x,s,e,,n,f,c,b,g,t,c,k,f,g,p,p,w,,n,h,a,g
p,f,,n,f,f,f,c,b,n,e,?,s,k,w,c,p,w,o,f,n,a,l
p,x,y,,,,a,w,n,y,e,r,s,k,w,,p,,o,,r,v,p
e,f,s,e,f,,f,c,b,b,e,b,k,s,w,p,p,,t,f,h,n,g
p,x,s,e,t,l,a,c,n,b,e,e,f,s,w,p,p,o,,p,h,v,l
e,x,g,n,f,n,a,c,b,p,t,b,f,f,b,w,p,w,o,p,k,,l
e,,y,b,t,n,a,,n,b,t,c,y,,p,,,w,o,,n,,g
p,,y,g,t,c,f,c,b,,,b,f,s,p,w,,w,,f,h,v,g
e,b,s,,t,,,c,b,w,t,?,s,s,p,w,p,w,o,e,n,n,p
p,x,y,,f,c,f,,b,u,t,b,,k,w,w,,w,o,p,k,s,d
p,s,f,n,t,f,f,c,b,w,e,r,y,f,o,n,p,w,n,e,w,v,
p,s,y,e,t,y,,c,b,p,t,e,k,s,o,w,p,o,o,p,,v,l
e,b,,g,f,n,f,c,b,b,t,,y,k,e,,,y,o,p,w,y,u
e,b,f,g,f,m,f,c,n,,t,b,f,s,b,b,p,y,t,e,w,,g
p,x,g,e,,,a,c,n,w,t,e,f,k,n,e,p,w,o,n,b,,l
p,f,s,y,f,n,,c,n,b,,c,f,k,n,y,p,w,o,e,k,y,l
e,b,g,n,f,n,a,w,b,g,t,?,k,f,w,w,p,w,t,p,w,s,g
p,b,s,n,f,,,c,,b,e,b,y,s,p,p,p,w,o,e,n,v,d
p,x,g,e,t,s,a,c,n,n,e,?,s,k,n,w,p,,o,n,k,v,u
e,x,f,c,t,n,a,c,,u,,?,f,k,p,,p,o,t,,b,v,g
e,f,y,n,,n,f,c,b,p,e,r,,s,p,w,,w,n,f,,c,g
p,f,s,w,t,f,f,,b,p,t,b,s,f,b,,p,w,n,p,n,,u
e,x,y,,t,n,f,w,,u,t,b,s,s,w,w,p,w,o,f,b,v,g
p,b,y,,t,f,f,c,b,b,,c,,y,,o,p,w,o,p,u,v,p
p,k,y,n,f,n,a,w,b,h,e,b,s,s,p,,p,,,p,h,v,p
p,,f,e,f,l,f,c,b,w,e,b,k,k,w,,p,n,o,n,k,v,d
p,x,f,,t,a,f,c,b,n,e,b,k,y,o,e,p,w,o,e,k,s,g
p,b,s,n,,y,f,c,b,b,e,b,s,y,p,,p,w,o,e,o,c,l
e,,,u,t,n,f,c,,k,e,b,s,s,g,w,p,n,o,p,n,v,g
p,c,g,,f,y,a,c,b,g,t,e,k,s,w,w,p,n,o,e,u,v,
p,x,g,,f,l,f,c,n,,t,b,s,f,p,w,p,w,o,p,,y,d
e,f,f,,t,y,f,c,b,g,e,c,y,,w,p,p,w,o,p,h,s,g
e,f,y,g,,n,f,w,n,w,t,r,s,s,p,b,p,n,o,,w,y,l
p,x,f,g,f,a,f,c,b,p,t,e,k,,w,w,p,,o,e,n,a,l
p,c,s,w,f,n,f,w,b,p,t,e,k,k,g,p,p,n,,e,,s,l
e,b,f,e,t,p,f,w,n,g,e,?,f,f,e,n,p,w,o,,k,v,l
p,x,g,n,f,f,f,c,n,n,t,e,s,s,g,w,p,w,o,l,y,c,l
e,k,s,g,,,f,w,b,p,t,b,s,s,w,w,p,w,,p,,v,m
p,f,,b,f,m,a,w,b,w,e,,k,,y,g,p,w,,,w,v,d
e,,f,p,t,a,,w,,w,t,b,,k,w,b,p,w,o,p,w,a,d
p,f,y,b,,f,f,c,b,w,e,,s,f,,n,p,w,o,e,k,n,d
p,,,y,f,y,f,,n,,,b,k,k,p,e,p,w,o,,n,,
e,f,g,u,f,n,f,c,b,,t,?,k,s,g,p,p,w,t,l,h,s,l
e,k,s,g,f,,f,c,b,h,,r,y,k,w,p,p,n,,p,n,v,d
p,b,g,w,t,,f,,n,w,t,r,y,f,e,e,p,n,o,e,w,y,d
p,,,r,t,y,,c,n,g,,?,k,,,w,p,w,t,e,n,v,m
e,x,,g,t,,f,c,b,k,t,r,k,s,w,p,,w,n,p,,,
e,c,y,e,t,a,,c,b,h,t,c,,y,w,b,p,w,t,l,w,,p
p,f,f,e,t,y,a,c,n,h,t,c,,k,b,p,,w,o,f,k,y,
e,b,y,c,,f,f,c,b,p,t,c,y,s,,,p,w,o,,w,n,m
e,k,y,,f,f,f,c,b,h,t,b,s,k,y,w,p,n,o,p,n,,
p,f,s,u,t,f,f,c,b,p,t,?,f,,p,g,p,w,o,e,r,n,p
p,x,y,p,t,,a,c,b,,t,,s,s,p,w,p,w,o,p,,,d
p,b,s,c,,y,f,c,n,b,t,,k,f,w,,p,o,,,w,v,p
p,x,s,g,f,s,,,b,p,t,c,k,s,,e,,w,o,e,k,s,m
p,x,g,u,t,,f,c,b,,e,?,k,k,g,y,p,o,,p,w,n,g
e,x,s,n,t,l,f,w,b,b,e,b,k,s,w,w,p,n,o,l,k,n,
p,x,g,w,t,f,f,,n,,t,e,k,,w,w,p,,o,e,w,v,d
e,s,s,y,f,n,f,w,n,u,e,e,s,k,p,n,p,w,t,,k,y,d
e,x,f,u,t,n,f,,n,b,t,r,y,k,e,o,p,o,o,l,k,v,g
e,f,y,g,t,,f,c,,p,e,r,s,k,w,w,p,w,t,p,n,v,g
e,f,s,n,t,s,f,c,b,p,e,b,s,s,p,e,,w,o,,n,v,
p,f,,n,,s,f,w,b,u,e,b,k,s,w,w,p,w,o,p,k,a,d
e,f,s,g,t,n,f,c,b,g,e,c,k,k,b,p,p,w,n,,w,a,l
e,,y,b,,a,f,c,b,y,t,b,f,s,p,o,p,w,n,,h,v,
p,c,y,w,f,f,,c,b,p,e,?,y,y,g,w,p,,,e,h,s,d
e,k,,u,f,y,f,,,b,e,?,s,s,b,o,p,w,n,p,u,v,p
p,x,g,p,f,f,f,c,b,n,e,b,s,s,b,,p,w,o,n,b,v,u
p,k,f,e,t,n,f,c,n,b,t,,k,,p,e,p,w,o,l,n,,g
e,b,s,n,f,l,f,c,b,h,,b,y,s,w,p,p,w,o,l,r,v,d
e,s,,e,f,c,f,w,b,,t,b,s,s,n,y,p,w,t,,w,v,p
e,,f,w,f,n,f,c,n,k,e,r,k,k,g,p,,n,o,f,h,v,d
e,,f,u,t,s,f,c,n,e,t,e,f,s,p,e,p,w,t,e,w,s,g
e,f,s,n,f,n,,w,,p,t,e,s,s,,n,,o,o,e,w,v,u
e,k,s,,t,n,a,c,n,p,e,,k,s,w,w,p,w,o,e,k,v,g
p,f,s,,f,f,f,c,n,e,t,e,s,,,w,p,,,f,k,v,
e,x,f,,,n,f,c,n,n,e,?,,k,w,b,p,w,o,p,b,y,l
e,f,g,,t,c,,,b,,t,b,s,f,w,,p,w,o,e,n,v,w
p,s,y,e,f,,f,c,,b,t,?,s,,,w,p,y,o,l,k,v,d
e,x,s,g,t,,f,w,b,b,t,b,k,f,p,,p,w,t,p,k,v,m
e,x,,p,t,f,f,c,n,,e,?,s,s,,e,,w,,l,u,v,m
e,b,f,y,t,f,a,c,b,n,t,,k,s,o,n,p,w,,p,y,c,
p,f,,y,f,,a,,b,g,,,k,k,n,n,p,w,o,l,h,v,
e,f,f,e,t,n,,c,b,p,e,b,s,s,w,w,p,w,o,n,k,a,d
e,x,g,u,t,n,a,c,,n,t,b,y,y,g,g,p,o,o,p,n,y,w
e,f,f,,f,m,,c,n,e,e,c,k,s,w,n,p,o,o,l,,a,p
e,f,s,e,t,,f,w,n,b,t,,s,y,w,p,,w,t,f,h,a,g
e,x,s,,,y,f,w,b,n,,r,s,s,w,p,p,w,o,p,w,a,
e,k,f,n,f,m,,c,,r,t,e,y,,w,c,p,w,n,,o,y,w
e,,y,y,f,f,a,w,,,t,r,s,y,,p,p,w,,n,h,s,w
e,x,s,y,,n,f,w,b,y,t,c,k,s,p,w,p,o,o,e,n,n,
e,b,g,,t,n,f,c,b,k,t,?,s,,p,w,p,n,,p,r,,d
p,,f,,t,s,,c,n,e,t,r,k,s,w,p,p,n,o,e,w,y,l
e,k,s,g,f,p,f,c,,n,t,?,s,f,w,w,p,n,o,l,,v,d
p,f,y,e,f,s,a,c,n,w,e,,s,s,g,b,p,w,o,p,w,a,g
e,f,y,,,n,,c,n,,t,e,s,k,,w,p,o,o,e,r,y,g
p,f,s,e,t,n,f,c,n,k,t,b,y,s,o,o,p,o,o,e,n,c,
p,f,y,b,f,,a,,n,w,t,?,y,f,b,,p,w,o,e,h,v,w
e,k,y,n,t,n,f,c,b,w,t,b,s,s,p,y,p,n,n,p,k,v,d
p,x,y,n,f,l,f,c,b,n,t,,k,k,w,g,p,,o,e,k,s,
p,,s,n,f,s,a,w,n,w,e,r,k,s,p,p,p,y,o,l,n,s,g
p,,s,u,f,a,a,c,n,b,t,e,k,y,o,,,w,n,l,o,s,g
p,x,f,e,f,f,f,c,b,w,t,b,,s,b,y,,w,o,,w,y,
p,x,,g,f,f,f,,n,b,,?,,s,,w,p,n,n,l,w,v,m
p,b,f,n,f,s,f,c,n,e,,?,f,,p,o,p,,o,e,h,a,d
p,b,g,y,f,a,f,w,n,u,e,?,,k,w,w,p,n,o,f,h,v,d
e,x,f,n,f,f,f,w,n,k,t,,f,s,w,w,p,y,n,e,r,a,g
p,x,f,e,f,,a,c,b,g,e,?,,k,b,b,p,w,,l,h,y,p
e,f,s,c,t,s,f,w,b,p,t,b,k,s,y,g,p,w,,n,n,,p
e,f,s,r,f,n,f,,n,,t,e,s,y,e,w,,w,o,e,n,s,g
p,,f,p,t,c,f,c,n,b,e,e,k,s,,,p,w,o,e,b,v,d
e,c,y,n,t,n,f,c,n,h,e,?,s,,p,w,p,w,o,l,h,,w
p,f,y,w,t,a,a,c,b,b,,b,f,s,w,o,p,w,o,l,k,v,g
e,f,y,,,n,f,c,b,w,e,e,k,s,w,w,p,w,o,p,w,c,m
e,k,f,,f,n,f,c,n,p,t,b,s,f,,c,p,w,o,p,k,v,g
e,f,y,b,t,n,,,b,w,,e,f,s,w,b,p,w,o,l,w,v,l
e,x,s,c,f,,f,w,b,,e,?,k,s,w,w,p,,o,,h,s,l
